Well;Date_;Pump_Type;Rig_Type;Work_Done;Notes
X-7127;3.09.1981;SRP;RP;Work#1;
X-3980;30.08.1981;SRP;SV;Work#9;
X-790;29.08.1981;SRP;RP;Work#10;
X-5842;29.08.1981;SRP;RP;Work#9;
X-7720;29.08.1981;SRP;RP;Work#4;
X-5109;29.08.1981;SRP;SV;Work#2;
X-307;29.08.1981;SRP;RP;Work#6;
X-9005;29.08.1981;PCP;RP;Work#1;
X-2692;29.08.1981;SRP;RP;Work#4;
X-10130;28.08.1981;SRP;RP;Work#5;
X-4190;28.08.1981;SRP;SV;Work#5;
X-4344;27.08.1981;SRP;RP;Work#10;
X-307;27.08.1981;SRP;SV;Work#4;
X-3081;27.08.1981;ENJ;ID;Work#7;
X-3695;27.08.1981;ENJ;ID;Work#5;
X-1683;27.08.1981;PCP;SV;Work#10;
X-2692;27.08.1981;SRP;RP;Work#4;
X-9958;26.08.1981;PCP;RP;Work#10;
X-8003;26.08.1981;SRP;RP;Work#1;
X-9149;26.08.1981;SRP;RP;Work#3;
X-3757;25.08.1981;SRP;ID;Work#5;
X-7046;26.08.1981;SRP;ID;Work#7;
X-1683;26.08.1981;PCP;RP;Work#1;
X-3811;26.08.1981;SRP;RP;Work#8;
X-4190;24.08.1981;SRP;ID;Work#4;
X-243;24.08.1981;ENJ;ID;Work#3;
X-955;24.08.1981;SRP;RP;Work#10;
X-7454;24.08.1981;SRP;SV;Work#4;
X-10953;24.08.1981;SRP;RP;Work#9;
X-2692;24.08.1981;SRP;SV;Work#8;
X-3855;24.08.1981;SRP;RP;Work#3;
X-3757;24.08.1981;SRP;SV;Work#5;
X-7046;23.08.1981;SRP;RP;Work#2;
X-5109;23.08.1981;SRP;SV;Work#3;
X-4190;22.08.1981;SRP;SV;Work#4;
X-4032;22.08.1981;SRP;RP;Work#1;
X-3855;22.08.1981;SRP;RP;Work#4;
X-6595;22.08.1981;ENJ;ID;Work#1;
X-7046;21.08.1981;SRP;SV;Work#9;
X-5239;21.08.1981;SRP;SV;Work#6;
X-8284;21.08.1981;PCP;SV;Work#10;
X-7398;20.08.1981;SRP;RP;Work#9;
X-4032;20.08.1981;SRP;RP;Work#4;
X-7720;20.08.1981;SRP;RP;Work#7;
X-8284;20.08.1981;PCP;SV;Work#2;
X-8217;20.08.1981;SRP;SV;Work#10;
X-9958;22.08.1981;PCP;ID;Work#1;
X-7046;19.08.1981;SRP;RP;Work#5;
X-8217;19.08.1981;SRP;SV;Work#1;
X-9958;19.08.1981;PCP;SV;Work#2;
X-7398;18.08.1981;SRP;RP;Work#1;
X-6499;18.08.1981;SRP;RP;Work#10;
X-2502;18.08.1981;PCP;ID;Work#8;
X-1056;18.08.1981;SRP;RP;Work#10;
X-9149;19.08.1981;SRP;SV;Work#6;
X-3254;17.08.1981;SRP;RP;Work#10;
X-7720;18.08.1981;SRP;RP;Work#9;
X-2502;17.08.1981;PCP;SV;Work#5;
X-696;19.08.1981;SRP;RP;Work#3;
X-696;19.08.1981;SRP;ID;Work#8;
X-10937;18.08.1981;SRP;RP;Work#6;
X-4344;16.08.1981;SRP;RP;Work#4;
X-9149;16.08.1981;SRP;SV;Work#3;
X-7398;16.08.1981;SRP;RP;Work#5;
X-2392;16.08.1981;SRP;RP;Work#10;
X-8217;16.08.1981;SRP;RP;Work#9;
X-2212;16.09.1981;SRP;ID;Work#7;
X-2649;15.08.1981;SRP;ID;Work#4;
X-4344;15.08.1981;SRP;RP;Work#1;
X-5117;15.08.1981;SRP;RP;Work#2;
X-6459;15.08.1981;SRP;ID;Work#9;
X-696;15.08.1981;SRP;SV;Work#6;
X-7720;15.08.1981;SRP;RP;Work#3;
X-2649;14.08.1981;SRP;RP;Work#3;
X-8217;14.08.1981;SRP;RP;Work#1;
X-2212;14.08.1981;SRP;SV;Work#6;
X-3318;14.08.1981;PCP;ID;Work#2;
X-696;13.08.1981;SRP;RP;Work#2;
X-3318;13.08.1981;PCP;RP;Work#9;
X-6999;14.08.1981;SRP;SV;Work#4;
X-955;13.08.1981;SRP;SV;Work#5;
X-10937;12.08.1981;SRP;SV;Work#8;
X-5117;12.08.1981;SRP;SV;Work#1;
X-10953;13.08.1981;SRP;ID;Work#5;
X-1802;11.08.1981;PCP;RP;Work#5;
X-8217;11.08.1981;SRP;SV;Work#4;
X-7720;12.08.1981;SRP;SV;Work#2;
X-7454;11.08.1981;SRP;SV;Work#8;
X-9007;11.08.1981;SRP;RP;Work#3;
X-6459;11.08.1981;SRP;RP;Work#4;
X-263;16.08.1981;PCP;RP;Work#1;
X-263;10.08.1981;PCP;RP;Work#8;
X-6459;10.08.1981;SRP;RP;Work#3;
X-4122;11.08.1981;SRP;SV;Work#7;
X-3855;10.08.1981;SRP;RP;Work#7;
X-10953;10.08.1981;SRP;RP;Work#6;
X-8217;9.08.1981;SRP;RP;Work#9;
X-4715;10.08.1981;SRP;ID;Work#10;
X-7619;16.08.1981;PCP;ID;Work#10;
X-1802;8.08.1981;PCP;RP;Work#8;
X-7720;8.08.1981;SRP;RP;Work#1;
X-4122;8.08.1981;SRP;RP;Work#10;
X-10130;8.08.1981;SRP;GD;Work#2;
X-9007;9.08.1981;SRP;SV;Work#6;
X-3824;9.08.1981;SRP;RP;Work#6;
X-6595;8.08.1981;ENJ;ID;Work#9;
X-9007;7.08.1981;SRP;SV;Work#3;
X-7619;7.08.1981;PCP;RP;Work#1;
X-4715;7.08.1981;PCP;RP;Work#8;
X-3824;6.08.1981;SRP;RP;Work#9;
X-1802;6.08.1981;PCP;RP;Work#10;
X-4122;6.08.1981;SRP;RP;Work#4;
X-3855;6.08.1981;SRP;ID;Work#10;
X-10130;5.08.1981;SRP;RP;Work#10;
X-7046;5.08.1981;SRP;SV;Work#2;
X-3757;5.08.1981;SRP;RP;Work#10;
X-4715;5.08.1981;SRP;SV;Work#3;
X-4032;6.08.1981;PCP;ID;Work#3;
X-4122;4.08.1981;SRP;RP;Work#7;
X-3757;5.08.1981;SRP;SV;Work#6;
X-9007;3.08.1981;SRP;SV;Work#9;
X-10953;4.08.1981;SRP;RP;Work#6;
X-6459;5.08.1981;SRP;SV;Work#2;
X-3862;4.08.1981;PCP;SV;Work#6;
X-9007;4.08.1981;SRP;ID;Work#3;
X-7619;4.08.1981;PCP;RP;Work#5;
X-7146;4.08.1981;SRP;SV;Work#10;
X-8217;3.08.1981;SRP;RP;Work#6;
X-3862;3.08.1981;PCP;SV;Work#10;
X-10953;2.08.1981;SRP;SV;Work#2;
X-3824;3.08.1981;SRP;ID;Work#4;
X-5109;1.08.1981;SRP;RP;Work#3;
X-2649;1.08.1981;SRP;RP;Work#1;
X-8217;1.08.1981;SRP;RP;Work#1;
X-7619;1.08.1981;PCP;ID;Work#3;
X-8003;30.07.1981;SRP;RP;Work#10;
X-5518;30.07.1981;SRP;SV;Work#1;
X-1111;30.07.1981;SRP;RP;Work#5;
X-3862;30.07.1981;PCP;ID;Work#7;
X-7619;29.07.1981;PCP;RP;Work#6;
X-10953;29.07.1981;SRP;SV;Work#3;
X-7454;29.07.1981;SRP;SV;Work#5;
X-5239;29.07.1981;SRP;RP;Work#1;
X-3824;28.07.1981;SRP;SV;Work#6;
X-3757;28.07.1981;SRP;RP;Work#6;
X-8217;28.07.1981;SRP;RP;Work#6;
X-4122;28.07.1981;SRP;RP;Work#5;
X-3318;28.07.1981;SRP;ID;Work#10;
X-2649;28.07.1981;SRP;SV;Work#2;
X-9007;28.07.1981;SRP;RP;Work#9;
X-7398;28.07.1981;SRP;RP;Work#1;
X-1188;28.07.1981;SRP;RP;Work#4;
X-696;28.07.1981;SRP;RP;Work#10;
X-29;27.07.1981;SRP;RP;Work#6;
X-2519;28.07.1981;SRP;RP;Work#6;
X-7619;27.07.1981;SRP;RP;Work#4;
X-1802;27.07.1981;PCP;ID;Work#8;
X-5256;27.07.1981;SRP;RP;Work#2;
X-5109;27.07.1981;SRP;RP;Work#6;
X-1188;26.07.1981;SRP;RP;Work#7;
X-3824;26.07.1981;SRP;RP;Work#6;
X-7398;26.07.1981;SRP;RP;Work#5;
X-3254;26.07.1981;SRP;RP;Work#9;
X-3896;26.07.1981;SRP;RP;Work#7;
X-3862;27.07.1981;PCP;SV;Work#1;
X-5239;25.07.1981;SRP;RP;Work#3;
X-9007;25.07.1981;SRP;SV;Work#7;
X-5109;25.07.1981;SRP;RP;Work#2;
X-5708;24.08.1981;PCP;ID;Work#2;
X-7140;24.07.1981;SRP;ID;Work#8;
X-2649;24.07.1981;SRP;ID;Work#3;
X-1188;23.07.1981;SRP;RP;Work#6;
X-2212;23.07.1981;SRP;SV;Work#10;
X-97;23.07.1981;SRP;RP;Work#5;
X-3862;23.07.1981;PCP;SV;Work#2;
X-3824;23.07.1981;SRP;RP;Work#9;
X-3254;23.07.1981;SRP;RP;Work#1;
X-696;23.07.1981;SRP;SV;Work#6;
X-7398;23.07.1981;SRP;RP;Work#8;
X-5239;22.07.1981;SRP;RP;Work#1;
X-7140;22.07.1981;SRP;SV;Work#1;
X-5109;23.07.1981;SRP;SV;Work#1;
X-3962;22.07.1981;SRP;RP;Work#7;
X-9007;22.07.1981;SRP;RP;Work#10;
X-7398;21.07.1981;SRP;SV;Work#2;
X-955;22.07.1981;SRP;RP;Work#3;
X-4733;21.07.1981;SRP;RP;Work#5;
X-520;21.07.1981;SRP;RP;Work#7;
X-696;21.07.1981;SRP;RP;Work#2;
X-10953;21.07.1981;SRP;RP;Work#9;
X-6459;21.07.1981;SRP;GD;Work#1;
X-1056;24.07.1981;SRP;RP;Work#2;
X-2649;21.07.1981;SRP;SV;Work#9;
X-3824;21.07.1981;SRP;SV;Work#5;
X-263;26.07.1981;PCP;ID;Work#6;
X-3254;21.07.1981;SRP;RP;Work#7;
X-1188;20.07.1981;SRP;RP;Work#2;
X-9007;20.07.1981;SRP;RP;Work#1;
X-9149;20.07.1981;SRP;RP;Work#6;
X-5239;20.07.1981;SRP;RP;Work#4;
X-5256;19.07.1981;SRP;RP;Work#4;
X-3862;19.07.1981;PCP;ID;Work#4;
X-696;19.07.1981;SRP;SV;Work#4;
X-5842;20.07.1981;SRP;RP;Work#6;
X-4241;22.07.1981;SRP;ID;Work#1;
X-3824;18.07.1981;SRP;RP;Work#5;
X-263;18.07.1981;PCP;SV;Work#10;
X-3862;18.07.1981;PCP;SV;Work#9;
X-6649;18.07.1981;SRP;RP;Work#2;
X-10937;18.07.1981;SRP;SV;Work#10;
X-2649;19.07.1981;SRP;RP;Work#5;
X-1111;19.07.1981;SRP;RP;Work#9;
X-9149;18.07.1981;SRP;RP;Work#10;
X-1188;18.07.1981;SRP;RP;Work#3;
X-9007;18.07.1981;SRP;RP;Work#6;
X-3824;16.07.1981;SRP;RP;Work#2;
X-9802;16.07.1981;SRP;SV;Work#1;
X-4241;16.07.1981;SRP;RP;Work#1;
X-9149;16.07.1981;SRP;SV;Work#10;
X-696;17.07.1981;SRP;SV;Work#4;
X-263;16.07.1981;PCP;RP;Work#1;
X-1802;16.07.1981;SRP;ID;Work#7;
X-3862;16.07.1981;PCP;RP;Work#6;
X-1188;16.07.1981;SRP;RP;Work#1;
X-4121;15.07.1981;PCP;SV;Work#6;
X-6499;15.07.1981;SRP;SV;Work#1;
X-10130;15.07.1981;SRP;ID;Work#10;
X-5239;17.07.1981;SRP;RP;Work#6;
X-1802;14.07.1981;SRP;SV;Work#7;
X-696;14.07.1981;SRP;RP;Work#10;
X-1188;14.07.1981;SRP;RP;Work#9;
X-9007;14.07.1981;SRP;RP;Work#8;
X-3254;15.07.1981;SRP;RP;Work#10;
X-4715;13.07.1981;SRP;RP;Work#10;
X-2392;13.07.1981;SRP;RP;Work#3;
X-3572;13.07.1981;SRP;RP;Work#8;
X-2649;12.07.1981;SRP;RP;Work#2;
X-5256;12.07.1981;SRP;SV;Work#9;
X-8217;14.07.1981;SRP;ID;Work#4;
X-6999;18.07.1981;SRP;RP;Work#3;
X-1802;12.07.1981;SRP;RP;Work#3;
X-5870;11.07.1981;SRP;SV;Work#8;
X-7720;17.07.1981;SRP;RP;Work#3;
X-955;12.07.1981;SRP;RP;Work#10;
X-5308;11.07.1981;SRP;RP;Work#8;
X-1136;12.07.1981;SRP;SV;Work#9;
X-1056;13.07.1981;SRP;RP;Work#1;
X-8665;11.07.1981;SRP;RP;Work#9;
X-7454;11.07.1981;SRP;RP;Work#4;
X-4344;12.07.1981;SRP;ID;Work#8;
X-8003;11.07.1981;SRP;RP;Work#9;
X-10937;13.07.1981;SRP;ID;Work#5;
X-7930;11.07.1981;SRP;RP;Work#1;
X-10130;11.07.1981;SRP;SV;Work#6;
X-8421;11.07.1981;SRP;SV;Work#10;
X-3254;12.07.1981;SRP;SV;Work#8;
X-6459;11.07.1981;SRP;RP;Work#7;
X-7894;8.07.1981;SRP;RP;Work#10;
X-29;9.07.1981;SRP;RP;Work#4;
X-3757;8.07.1981;SRP;RP;Work#8;
X-3896;8.07.1981;SRP;SV;Work#10;
X-3962;8.07.1981;SRP;RP;Work#2;
X-9142;8.07.1981;SRP;RP;Work#4;
X-4560;11.07.1981;SRP;RP;Work#2;
X-4739;12.07.1981;SRP;RP;Work#4;
X-5256;10.07.1981;SRP;RP;Work#1;
X-9149;10.07.1981;SRP;SV;Work#5;
X-4602;8.07.1981;SRP;SV;Work#9;
X-4344;8.07.1981;SRP;SV;Work#4;
X-5870;7.07.1981;SRP;RP;Work#9;
X-1971;7.07.1981;SRP;RP;Work#9;
X-5109;7.07.1981;SRP;RP;Work#3;
X-10937;8.07.1981;SRP;SV;Work#4;
X-3254;7.07.1981;SRP;RP;Work#1;
X-2844;9.07.1981;PCP;SV;Work#6;
X-5518;7.07.1981;SRP;RP;Work#9;
X-1111;8.07.1981;SRP;RP;Work#2;
X-10537;8.07.1981;SRP;RP;Work#1;
X-7127;6.07.1981;SRP;RP;Work#3;
X-3318;6.07.1981;SRP;RP;Work#7;
X-4560;6.07.1981;SRP;SV;Work#8;
X-5870;6.07.1981;SRP;RP;Work#7;
X-6732;7.07.1981;SRP;SV;Work#10;
X-4739;7.07.1981;SRP;SV;Work#7;
X-8003;6.07.1981;SRP;SV;Work#2;
X-4715;5.07.1981;SRP;RP;Work#5;
X-3896;6.07.1981;SRP;SV;Work#6;
X-10937;5.07.1981;SRP;RP;Work#3;
X-7720;5.07.1981;SRP;GD;Work#4;
X-4602;5.07.1981;SRP;RP;Work#6;
X-8217;10.07.1981;SRP;SV;Work#3;
X-483;11.07.1981;SRP;ID;Work#5;
X-3962;5.07.1981;SRP;SV;Work#2;
X-9977;4.07.1981;SRP;RP;Work#4;
X-9005;4.07.1981;PCP;SV;Work#10;
X-3757;4.07.1981;SRP;RP;Work#9;
X-4344;5.07.1981;SRP;RP;Work#2;
X-6459;4.07.1981;SRP;RP;Work#10;
X-3394;4.07.1981;SRP;SV;Work#1;
X-5256;5.07.1981;SRP;RP;Work#8;
X-3572;10.07.1981;SRP;RP;Work#10;
X-9977;2.07.1981;SRP;SV;Work#7;
X-8919;1.07.1981;SRP;SV;Work#2;
X-4560;1.07.1981;SRP;GD;Work#1;
X-483;1.07.1981;SRP;GD;Work#2;
X-968;1.07.1981;SRP;SV;Work#5;
X-6772;1.07.1981;SRP;RP;Work#9;
X-6999;3.07.1981;SRP;SV;Work#6;
X-6459;2.07.1981;SRP;SV;Work#9;
X-5518;1.07.1981;SRP;RP;Work#3;
X-4739;3.07.1981;SRP;RP;Work#6;
X-3824;5.07.1981;SRP;RP;Work#1;
X-10130;3.07.1981;SRP;RP;Work#1;
X-7146;1.07.1981;SRP;SV;Work#2;
X-7860;28.06.1981;SRP;SV;Work#1;
X-5256;1.07.1981;SRP;SV;Work#2;
X-3572;28.06.1981;SRP;SV;Work#5;
X-7619;21.07.1981;PCP;ID;Work#9;
X-9977;27.06.1981;SRP;RP;Work#2;
X-2826;27.06.1981;SRP;RP;Work#3;
X-8217;3.07.1981;SRP;RP;Work#4;
X-3572;26.06.1981;SRP;RP;Work#3;
X-6499;26.06.1981;SRP;RP;Work#3;
X-2753;26.06.1981;SRP;RP;Work#10;
X-7720;26.06.1981;SRP;RP;Work#1;
X-7146;26.06.1981;SRP;RP;Work#5;
X-4872;26.06.1981;SRP;SV;Work#2;
X-4739;26.06.1981;SRP;RP;Work#4;
X-3824;26.06.1981;SRP;RP;Work#10;
X-4560;26.06.1981;SRP;SV;Work#6;
X-5256;25.06.1981;PCP;RP;Work#3;
X-2753;25.06.1981;SRP;RP;Work#6;
X-4065;25.06.1981;SRP;RP;Work#10;
X-3757;25.06.1981;SRP;RP;Work#1;
X-8217;25.06.1981;SRP;SV;Work#6;
X-2692;24.06.1981;SRP;RP;Work#5;
X-5870;24.06.1981;SRP;SV;Work#9;
X-483;27.06.1981;SRP;RP;Work#9;
X-6755;24.06.1981;SRP;RP;Work#8;
X-10130;25.06.1981;SRP;RP;Work#9;
X-5109;24.06.1981;SRP;SV;Work#5;
X-7146;23.06.1981;SRP;ID;Work#10;
X-6772;25.06.1981;SRP;SV;Work#10;
X-7619;26.06.1981;PCP;RP;Work#4;
X-10937;23.06.1981;SRP;GD;Work#2;
X-7229;22.06.1981;SRP;RP;Work#9;
X-4896;25.06.1981;SRP;RP;Work#8;
X-7619;22.06.1981;PCP;SV;Work#3;
X-469;22.06.1981;SRP;RP;Work#1;
X-483;22.06.1981;SRP;SV;Work#4;
X-8665;23.06.1981;SRP;RP;Work#2;
X-7860;22.06.1981;SRP;SV;Work#10;
X-3824;22.06.1981;SRP;SV;Work#7;
X-6459;27.06.1981;SRP;RP;Work#5;
X-7879;24.06.1981;SRP;ID;Work#5;
X-4560;21.06.1981;SRP;RP;Work#1;
X-3819;21.06.1981;PCP;RP;Work#9;
X-3527;21.06.1981;SRP;RP;Work#4;
X-1802;21.06.1981;SRP;RP;Work#3;
X-4122;22.06.1981;SRP;RP;Work#2;
X-8073;21.06.1981;SRP;RP;Work#10;
X-7146;22.06.1981;SRP;SV;Work#9;
X-7720;22.06.1981;SRP;RP;Work#4;
X-3824;20.06.1981;SRP;RP;Work#6;
X-469;20.06.1981;SRP;RP;Work#10;
X-5751;20.06.1981;SRP;RP;Work#7;
X-4872;20.06.1981;SRP;SV;Work#7;
X-9940;22.06.1981;SRP;RP;Work#6;
X-5518;20.06.1981;SRP;SV;Work#2;
X-1188;20.06.1981;SRP;RP;Work#7;
X-7879;20.06.1981;SRP;RP;Work#9;
X-3962;21.06.1981;SRP;RP;Work#3;
X-5308;20.06.1981;SRP;RP;Work#9;
X-2692;20.06.1981;SRP;GD;Work#4;
X-483;20.06.1981;SRP;RP;Work#2;
X-8217;21.06.1981;SRP;RP;Work#2;
X-9958;22.06.1981;PCP;ID;Work#2;
X-5870;20.06.1981;SRP;ID;Work#2;
X-2753;19.06.1981;SRP;SV;Work#5;
X-6459;20.06.1981;SRP;SV;Work#2;
X-8073;19.06.1981;SRP;RP;Work#1;
X-4344;19.06.1981;SRP;RP;Work#4;
X-9007;19.06.1981;SRP;RP;Work#7;
X-29;20.06.1981;SRP;SV;Work#5;
X-4739;19.06.1981;SRP;RP;Work#2;
X-4873;20.06.1981;PCP;ID;Work#3;
X-3757;19.06.1981;SRP;RP;Work#2;
X-4873;19.06.1981;PCP;RP;Work#5;
X-7619;18.06.1981;SRP;ID;Work#6;
X-4715;18.06.1981;SRP;SV;Work#2;
X-6649;19.06.1981;SRP;RP;Work#7;
X-483;18.06.1981;SRP;RP;Work#6;
X-8217;18.06.1981;SRP;RP;Work#2;
X-7146;19.06.1981;SRP;RP;Work#5;
X-968;19.06.1981;SRP;ID;Work#3;
X-4896;17.06.1981;SRP;SV;Work#5;
X-5518;17.06.1981;SRP;RP;Work#2;
X-8073;17.06.1981;SRP;RP;Work#10;
X-3824;17.06.1981;SRP;RP;Work#8;
X-7398;17.06.1981;SRP;RP;Work#5;
X-3254;17.06.1981;SRP;RP;Work#4;
X-9958;18.06.1981;PCP;SV;Work#3;
X-2649;17.06.1981;SRP;SV;Work#9;
X-968;16.06.1981;SRP;RP;Work#7;
X-1971;16.06.1981;SRP;RP;Work#2;
X-7619;16.06.1981;SRP;RP;Work#7;
X-4602;16.06.1981;SRP;RP;Work#4;
X-4739;17.06.1981;SRP;SV;Work#6;
X-10953;17.06.1981;SRP;SV;Work#6;
X-7930;16.06.1981;SRP;RP;Work#4;
X-483;16.06.1981;SRP;RP;Work#3;
X-3824;15.06.1981;SRP;RP;Work#8;
X-8217;15.06.1981;SRP;RP;Work#10;
X-8421;15.06.1981;SRP;RP;Work#1;
X-5109;15.06.1981;SRP;RP;Work#2;
X-4344;15.06.1981;SRP;RP;Work#10;
X-3394;15.06.1981;SRP;RP;Work#7;
X-2601;15.06.1981;PCP;RP;Work#2;
X-2392;15.06.1981;SRP;RP;Work#7;
X-2649;15.06.1981;SRP;RP;Work#6;
X-7398;15.06.1981;SRP;RP;Work#3;
X-7146;14.06.1981;SRP;GD;Work#7;
X-7619;14.06.1981;SRP;RP;Work#2;
X-10937;14.06.1981;SRP;RP;Work#7;
X-469;14.06.1981;SRP;RP;Work#9;
X-7229;14.06.1981;SRP;RP;Work#1;
X-7398;13.06.1981;SRP;RP;Work#7;
X-4739;13.06.1981;SRP;SV;Work#2;
X-6772;13.06.1981;SRP;RP;Work#9;
X-7454;13.06.1981;SRP;RP;Work#3;
X-955;13.06.1981;SRP;RP;Work#9;
X-2601;13.06.1981;SRP;RP;Work#3;
X-4344;13.06.1981;SRP;RP;Work#4;
X-3394;13.06.1981;SRP;SV;Work#1;
X-2649;13.06.1981;SRP;RP;Work#5;
X-2692;13.06.1981;SRP;RP;Work#2;
X-8073;13.06.1981;SRP;GD;Work#9;
X-8290;16.06.1981;PCP;ID;Work#5;
X-696;12.06.1981;SRP;RP;Work#9;
X-483;12.06.1981;SRP;SV;Work#3;
X-7619;12.06.1981;SRP;RP;Work#5;
X-4733;12.06.1981;SRP;RP;Work#9;
X-7140;12.06.1981;SRP;RP;Work#1;
X-7474;12.06.1981;SRP;RP;Work#6;
X-2649;11.06.1981;SRP;RP;Work#9;
X-8003;11.06.1981;SRP;GD;Work#5;
X-5239;11.06.1981;SRP;RP;Work#7;
X-8326;13.06.1981;PCP;ID;Work#7;
X-8290;11.06.1981;PCP;RP;Work#2;
X-3394;10.06.1981;SRP;RP;Work#8;
X-4328;10.06.1981;SRP;RP;Work#3;
X-1878;10.06.1981;PCP;RP;Work#8;
X-2601;10.06.1981;SRP;ID;Work#4;
X-4733;10.06.1981;SRP;RP;Work#8;
X-2255;10.06.1981;SRP;RP;Work#1;
X-2282;10.06.1981;ENJ;ID;Work#2;
X-3962;10.06.1981;SRP;RP;Work#4;
X-520;9.06.1981;SRP;RP;Work#9;
X-10130;11.06.1981;SRP;RP;Work#4;
X-5842;9.06.1981;SRP;GD;Work#3;
X-7619;9.06.1981;SRP;RP;Work#4;
X-8326;9.06.1981;PCP;RP;Work#2;
X-696;10.06.1981;SRP;SV;Work#4;
X-10953;14.06.1981;SRP;RP;Work#3;
X-7140;10.06.1981;SRP;RP;Work#10;
X-7398;11.06.1981;SRP;ID;Work#2;
X-7146;10.06.1981;SRP;RP;Work#8;
X-3980;9.06.1981;SRP;RP;Work#7;
X-5239;9.06.1981;SRP;RP;Work#7;
X-483;8.06.1981;SRP;GD;Work#2;
X-3884;8.06.1981;SRP;SV;Work#10;
X-10953;7.06.1981;SRP;RP;Work#5;
X-3811;8.06.1981;SRP;RP;Work#9;
X-1491;9.06.1981;SRP;RP;Work#6;
X-5117;8.06.1981;SRP;ID;Work#7;
X-1878;8.06.1981;PCP;RP;Work#7;
X-7398;7.06.1981;SRP;RP;Work#8;
X-5842;7.06.1981;SRP;RP;Work#4;
X-7619;7.06.1981;SRP;RP;Work#10;
X-520;7.06.1981;SRP;RP;Work#5;
X-8665;7.06.1981;SRP;RP;Work#4;
X-7140;7.06.1981;SRP;SV;Work#5;
X-5239;6.06.1981;SRP;SV;Work#10;
X-7837;6.06.1981;SRP;RP;Work#3;
X-2392;11.06.1981;SRP;RP;Work#6;
X-3980;6.06.1981;SRP;SV;Work#9;
X-7146;6.06.1981;SRP;RP;Work#10;
X-8280;9.06.1981;PCP;ID;Work#3;
X-8919;10.06.1981;SRP;RP;Work#7;
X-9007;7.06.1981;SRP;RP;Work#8;
X-2649;8.06.1981;SRP;RP;Work#5;
X-2692;8.06.1981;SRP;RP;Work#7;
X-2601;8.06.1981;SRP;RP;Work#8;
X-4733;7.06.1981;SRP;RP;Work#2;
X-7619;5.06.1981;SRP;RP;Work#6;
X-5751;6.06.1981;SRP;RP;Work#7;
X-5117;5.06.1981;SRP;RP;Work#5;
X-10953;5.06.1981;SRP;RP;Work#5;
X-8665;5.06.1981;SRP;RP;Work#6;
X-4344;6.06.1981;SRP;SV;Work#10;
X-520;5.06.1981;SRP;RP;Work#9;
X-3204;10.06.1981;SRP;RP;Work#1;
X-3318;4.06.1981;SRP;RP;Work#3;
X-1971;4.06.1981;SRP;ID;Work#6;
X-3980;4.06.1981;SRP;RP;Work#6;
X-3811;4.06.1981;SRP;RP;Work#5;
X-8665;3.06.1981;SRP;SV;Work#5;
X-1971;3.06.1981;SRP;SV;Work#6;
X-7619;3.06.1981;SRP;RP;Work#9;
X-955;3.06.1981;SRP;RP;Work#9;
X-4456;3.06.1981;SRP;SV;Work#8;
X-8280;4.06.1981;PCP;RP;Work#5;
X-4715;4.06.1981;SRP;RP;Work#1;
X-10937;3.06.1981;SRP;RP;Work#4;
X-7398;4.06.1981;SRP;SV;Work#2;
X-7837;4.06.1981;SRP;RP;Work#9;
X-3716;2.06.1981;SRP;RP;Work#7;
X-5857;3.06.1981;SRP;RP;Work#10;
X-10953;3.06.1981;SRP;RP;Work#6;
X-5256;3.06.1981;SRP;RP;Work#4;
X-520;2.06.1981;SRP;ID;Work#1;
X-3811;2.06.1981;SRP;RP;Work#3;
X-4872;2.06.1981;SRP;RP;Work#5;
X-4456;1.06.1981;SRP;RP;Work#8;
X-3527;4.06.1981;SRP;SV;Work#5;
X-696;2.06.1981;SRP;RP;Work#4;
X-4739;31.05.1981;SRP;GD;Work#7;
X-790;31.05.1981;SRP;RP;Work#3;
X-520;31.05.1981;SRP;SV;Work#5;
X-3962;4.06.1981;SRP;RP;Work#8;
X-4560;1.06.1981;SRP;RP;Work#9;
X-3980;2.06.1981;SRP;RP;Work#4;
X-6999;1.06.1981;SRP;RP;Work#2;
X-7894;1.06.1981;SRP;RP;Work#6;
X-3318;31.05.1981;SRP;RP;Work#10;
X-7837;30.05.1981;SRP;RP;Work#8;
X-1878;30.05.1981;PCP;RP;Work#1;
X-4122;30.05.1981;SRP;RP;Work#10;
X-5518;30.05.1981;SRP;RP;Work#7;
X-5751;31.05.1981;SRP;RP;Work#3;
X-4755;31.05.1981;PCP;ID;Work#3;
X-2753;29.05.1981;SRP;RP;Work#5;
X-5842;29.05.1981;SRP;SV;Work#8;
X-8919;28.05.1981;SRP;SV;Work#10;
X-4733;28.05.1981;SRP;GD;Work#10;
X-4755;28.05.1981;PCP;SV;Work#4;
X-1971;31.05.1981;SRP;RP;Work#1;
X-8217;28.05.1981;SRP;GD;Work#5;
X-3962;28.05.1981;SRP;RP;Work#1;
X-696;29.05.1981;SRP;RP;Work#9;
X-7720;28.05.1981;SRP;ID;Work#4;
X-6772;29.05.1981;SRP;RP;Work#9;
X-8073;3.06.1981;SRP;RP;Work#2;
X-1111;28.05.1981;SRP;RP;Work#1;
X-7140;4.06.1981;SRP;RP;Work#8;
X-8665;28.05.1981;SRP;RP;Work#7;
X-3527;29.05.1981;SRP;SV;Work#7;
X-3980;28.05.1981;SRP;RP;Work#10;
X-7127;28.05.1981;SRP;RP;Work#10;
X-5239;4.06.1981;SRP;RP;Work#8;
